STATISTIC Label,Year,Single Year of Age,GenderCode,Sex,UNIT,VALUE,Age Group,Previous_Year_Population,Inward or Outward Flow_Immigrants: All origins,Inward or Outward Flow_Net migration,VALUE_Population,Migration_Rate
Population estimates from 1926,2019,74,2,Female,Number,17876,65 and over,18310.0,,,,
Population estimates from 1926,2019,75,1,Male,Number,14720,65 and over,15910.0,,,,
Population estimates from 1926,2019,75,2,Female,Number,15647,65 and over,17876.0,,,,
Population estimates from 1926,2019,76,1,Male,Number,13297,65 and over,14720.0,,,,
Population estimates from 1926,2019,76,2,Female,Number,14671,65 and over,15647.0,,,,
Population estimates from 1926,2019,77,1,Male,Number,12704,65 and over,13297.0,,,,
Population estimates from 1926,2019,77,2,Female,Number,13981,65 and over,14671.0,,,,
Population estimates from 1926,2019,78,1,Male,Number,10749,65 and over,12704.0,,,,
Population estimates from 1926,2019,78,2,Female,Number,12199,65 and over,13981.0,,,,
Population estimates from 1926,2019,79,1,Male,Number,10422,65 and over,10749.0,,,,
Population estimates from 1926,2019,79,2,Female,Number,11900,65 and over,12199.0,,,,
Population estimates from 1926,2019,80,1,Male,Number,9519,65 and over,10422.0,,,,
Population estimates from 1926,2019,80,2,Female,Number,11282,65 and over,11900.0,,,,
Population estimates from 1926,2019,81,1,Male,Number,8426,65 and over,9519.0,,,,
Population estimates from 1926,2019,81,2,Female,Number,10337,65 and over,11282.0,,,,
Population estimates from 1926,2019,82,1,Male,Number,7722,65 and over,8426.0,,,,
Population estimates from 1926,2019,82,2,Female,Number,9640,65 and over,10337.0,,,,
Population estimates from 1926,2019,83,1,Male,Number,7043,65 and over,7722.0,,,,
Population estimates from 1926,2019,83,2,Female,Number,9147,65 and over,9640.0,,,,
Population estimates from 1926,2019,84,1,Male,Number,6435,65 and over,7043.0,,,,
Population estimates from 1926,2019,84,2,Female,Number,8682,65 and over,9147.0,,,,
Population estimates from 1926,2019,85,1,Male,Number,5477,65 and over,6435.0,,,,
Population estimates from 1926,2019,85,2,Female,Number,7633,65 and over,8682.0,,,,
Population estimates from 1926,2019,86,1,Male,Number,4501,65 and over,5477.0,,,,
Population estimates from 1926,2019,86,2,Female,Number,6403,65 and over,7633.0,,,,
Population estimates from 1926,2019,87,1,Male,Number,3751,65 and over,4501.0,,,,
Population estimates from 1926,2019,87,2,Female,Number,5750,65 and over,6403.0,,,,
Population estimates from 1926,2019,88,1,Male,Number,3319,65 and over,3751.0,,,,
Population estimates from 1926,2019,88,2,Female,Number,5082,65 and over,5750.0,,,,
Population estimates from 1926,2019,89,1,Male,Number,2713,65 and over,3319.0,,,,
Population estimates from 1926,2019,89,2,Female,Number,4655,65 and over,5082.0,,,,
Population estimates from 1926,2019,90,1,Male,Number,1999,65 and over,2713.0,,,,
Population estimates from 1926,2019,90,2,Female,Number,4089,65 and over,4655.0,,,,
Population estimates from 1926,2019,91,1,Male,Number,1536,65 and over,1999.0,,,,
Population estimates from 1926,2019,91,2,Female,Number,3288,65 and over,4089.0,,,,
Population estimates from 1926,2019,92,1,Male,Number,1217,65 and over,1536.0,,,,
Population estimates from 1926,2019,92,2,Female,Number,2657,65 and over,3288.0,,,,
Population estimates from 1926,2019,93,1,Male,Number,951,65 and over,1217.0,,,,
Population estimates from 1926,2019,93,2,Female,Number,2079,65 and over,2657.0,,,,
Population estimates from 1926,2019,94,1,Male,Number,715,65 and over,951.0,,,,
Population estimates from 1926,2019,94,2,Female,Number,1831,65 and over,2079.0,,,,
Population estimates from 1926,2019,95,1,Male,Number,284,65 and over,715.0,,,,
Population estimates from 1926,2019,95,2,Female,Number,1032,65 and over,1831.0,,,,
Population estimates from 1926,2019,96,1,Male,Number,230,65 and over,284.0,,,,
Population estimates from 1926,2019,96,2,Female,Number,640,65 and over,1032.0,,,,
Population estimates from 1926,2019,97,1,Male,Number,181,65 and over,230.0,,,,
Population estimates from 1926,2019,97,2,Female,Number,533,65 and over,640.0,,,,
Population estimates from 1926,2019,98,1,Male,Number,130,65 and over,181.0,,,,
Population estimates from 1926,2019,98,2,Female,Number,379,65 and over,533.0,,,,
Population estimates from 1926,2019,99,1,Male,Number,178,65 and over,130.0,,,,
Population estimates from 1926,2019,99,2,Female,Number,898,65 and over,379.0,,,,
Population estimates from 1926,2020,0,1,Male,Number,29845,0-14 years old,33687.0,,,,
Population estimates from 1926,2020,0,2,Female,Number,28322,0-14 years old,31410.0,,,,
Population estimates from 1926,2020,1,1,Male,Number,30775,0-14 years old,29845.0,,,,
Population estimates from 1926,2020,1,2,Female,Number,29173,0-14 years old,28322.0,,,,
Population estimates from 1926,2020,2,1,Male,Number,32266,0-14 years old,30775.0,,,,
Population estimates from 1926,2020,2,2,Female,Number,30128,0-14 years old,29173.0,,,,
Population estimates from 1926,2020,3,1,Male,Number,33299,0-14 years old,32266.0,,,,
Population estimates from 1926,2020,3,2,Female,Number,31311,0-14 years old,30128.0,,,,
Population estimates from 1926,2020,4,1,Male,Number,32568,0-14 years old,33299.0,,,,
Population estimates from 1926,2020,4,2,Female,Number,31021,0-14 years old,31311.0,,,,
Population estimates from 1926,2020,5,1,Male,Number,33873,0-14 years old,32568.0,,,,
Population estimates from 1926,2020,5,2,Female,Number,31888,0-14 years old,31021.0,,,,
Population estimates from 1926,2020,6,1,Male,Number,35152,0-14 years old,33873.0,,,,
Population estimates from 1926,2020,6,2,Female,Number,33160,0-14 years old,31888.0,,,,
Population estimates from 1926,2020,7,1,Male,Number,35756,0-14 years old,35152.0,,,,
Population estimates from 1926,2020,7,2,Female,Number,34116,0-14 years old,33160.0,,,,
Population estimates from 1926,2020,8,1,Male,Number,37182,0-14 years old,35756.0,,,,
Population estimates from 1926,2020,8,2,Female,Number,35246,0-14 years old,34116.0,,,,
Population estimates from 1926,2020,9,1,Male,Number,37650,0-14 years old,37182.0,,,,
Population estimates from 1926,2020,9,2,Female,Number,36190,0-14 years old,35246.0,,,,
Population estimates from 1926,2020,10,1,Male,Number,37947,0-14 years old,37650.0,,,,
Population estimates from 1926,2020,10,2,Female,Number,36138,0-14 years old,36190.0,,,,
Population estimates from 1926,2020,11,1,Male,Number,37643,0-14 years old,37947.0,,,,
Population estimates from 1926,2020,11,2,Female,Number,35886,0-14 years old,36138.0,,,,
Population estimates from 1926,2020,12,1,Male,Number,36981,0-14 years old,37643.0,,,,
Population estimates from 1926,2020,12,2,Female,Number,35559,0-14 years old,35886.0,,,,
Population estimates from 1926,2020,13,1,Male,Number,35070,0-14 years old,36981.0,,,,
Population estimates from 1926,2020,13,2,Female,Number,33301,0-14 years old,35559.0,,,,
Population estimates from 1926,2020,14,1,Male,Number,33936,0-14 years old,35070.0,,,,
Population estimates from 1926,2020,14,2,Female,Number,32269,0-14 years old,33301.0,,,,
Population estimates from 1926,2020,15,1,Male,Number,33979,15-24 years old,28687.0,,,,
Population estimates from 1926,2020,15,2,Female,Number,32072,15-24 years old,27879.0,,,,
Population estimates from 1926,2020,16,1,Male,Number,33768,15-24 years old,33979.0,,,,
Population estimates from 1926,2020,16,2,Female,Number,32737,15-24 years old,32072.0,,,,
Population estimates from 1926,2020,17,1,Male,Number,33272,15-24 years old,33768.0,,,,
Population estimates from 1926,2020,17,2,Female,Number,32357,15-24 years old,32737.0,,,,
Population estimates from 1926,2020,18,1,Male,Number,33028,15-24 years old,33272.0,,,,
Population estimates from 1926,2020,18,2,Female,Number,32285,15-24 years old,32357.0,,,,
Population estimates from 1926,2020,19,1,Male,Number,32342,15-24 years old,33028.0,,,,
Population estimates from 1926,2020,19,2,Female,Number,31578,15-24 years old,32285.0,,,,
Population estimates from 1926,2020,20,1,Male,Number,32422,15-24 years old,32342.0,,,,
Population estimates from 1926,2020,20,2,Female,Number,31087,15-24 years old,31578.0,,,,
Population estimates from 1926,2020,21,1,Male,Number,32598,15-24 years old,32422.0,,,,
Population estimates from 1926,2020,21,2,Female,Number,31249,15-24 years old,31087.0,,,,
Population estimates from 1926,2020,22,1,Male,Number,32570,15-24 years old,32598.0,,,,
Population estimates from 1926,2020,22,2,Female,Number,31169,15-24 years old,31249.0,,,,
Population estimates from 1926,2020,23,1,Male,Number,31023,15-24 years old,32570.0,,,,
Population estimates from 1926,2020,23,2,Female,Number,29829,15-24 years old,31169.0,,,,
Population estimates from 1926,2020,24,1,Male,Number,29808,15-24 years old,31023.0,,,,
Population estimates from 1926,2020,24,2,Female,Number,28750,15-24 years old,29829.0,,,,
Population estimates from 1926,2020,25,1,Male,Number,29157,25-44 years old,36751.0,,,,
Population estimates from 1926,2020,25,2,Female,Number,29059,25-44 years old,37776.0,,,,
Population estimates from 1926,2020,26,1,Male,Number,29082,25-44 years old,29157.0,,,,
Population estimates from 1926,2020,26,2,Female,Number,29070,25-44 years old,29059.0,,,,
Population estimates from 1926,2020,27,1,Male,Number,29288,25-44 years old,29082.0,,,,
Population estimates from 1926,2020,27,2,Female,Number,29030,25-44 years old,29070.0,,,,
Population estimates from 1926,2020,28,1,Male,Number,29464,25-44 years old,29288.0,,,,
Population estimates from 1926,2020,28,2,Female,Number,30190,25-44 years old,29030.0,,,,
Population estimates from 1926,2020,29,1,Male,Number,31059,25-44 years old,29464.0,,,,
Population estimates from 1926,2020,29,2,Female,Number,30967,25-44 years old,30190.0,,,,
Population estimates from 1926,2020,30,1,Male,Number,30603,25-44 years old,31059.0,,,,
Population estimates from 1926,2020,30,2,Female,Number,31397,25-44 years old,30967.0,,,,
Population estimates from 1926,2020,31,1,Male,Number,32265,25-44 years old,30603.0,,,,
Population estimates from 1926,2020,31,2,Female,Number,33361,25-44 years old,31397.0,,,,
Population estimates from 1926,2020,32,1,Male,Number,31149,25-44 years old,32265.0,,,,
Population estimates from 1926,2020,32,2,Female,Number,33157,25-44 years old,33361.0,,,,
Population estimates from 1926,2020,33,1,Male,Number,32665,25-44 years old,31149.0,,,,
Population estimates from 1926,2020,33,2,Female,Number,35151,25-44 years old,33157.0,,,,
Population estimates from 1926,2020,34,1,Male,Number,34565,25-44 years old,32665.0,,,,
Population estimates from 1926,2020,34,2,Female,Number,37272,25-44 years old,35151.0,,,,
Population estimates from 1926,2020,35,1,Male,Number,34707,25-44 years old,34565.0,,,,
Population estimates from 1926,2020,35,2,Female,Number,37257,25-44 years old,37272.0,,,,
Population estimates from 1926,2020,36,1,Male,Number,35989,25-44 years old,34707.0,,,,
Population estimates from 1926,2020,36,2,Female,Number,38836,25-44 years old,37257.0,,,,
Population estimates from 1926,2020,37,1,Male,Number,37563,25-44 years old,35989.0,,,,
Population estimates from 1926,2020,37,2,Female,Number,40946,25-44 years old,38836.0,,,,
Population estimates from 1926,2020,38,1,Male,Number,38855,25-44 years old,37563.0,,,,
Population estimates from 1926,2020,38,2,Female,Number,41690,25-44 years old,40946.0,,,,
Population estimates from 1926,2020,39,1,Male,Number,40998,25-44 years old,38855.0,,,,
Population estimates from 1926,2020,39,2,Female,Number,42943,25-44 years old,41690.0,,,,
Population estimates from 1926,2020,40,1,Male,Number,41950,25-44 years old,40998.0,,,,
Population estimates from 1926,2020,40,2,Female,Number,43543,25-44 years old,42943.0,,,,
Population estimates from 1926,2020,41,1,Male,Number,38620,25-44 years old,41950.0,,,,
Population estimates from 1926,2020,41,2,Female,Number,41113,25-44 years old,43543.0,,,,
Population estimates from 1926,2020,42,1,Male,Number,37892,25-44 years old,38620.0,,,,
Population estimates from 1926,2020,42,2,Female,Number,39190,25-44 years old,41113.0,,,,
Population estimates from 1926,2020,43,1,Male,Number,37227,25-44 years old,37892.0,,,,
Population estimates from 1926,2020,43,2,Female,Number,38483,25-44 years old,39190.0,,,,
Population estimates from 1926,2020,44,1,Male,Number,37813,25-44 years old,37227.0,,,,
Population estimates from 1926,2020,44,2,Female,Number,38449,25-44 years old,38483.0,,,,
Population estimates from 1926,2020,45,1,Male,Number,37096,45-64 years old,24217.0,,,,
Population estimates from 1926,2020,45,2,Female,Number,37897,45-64 years old,24764.0,,,,
Population estimates from 1926,2020,46,1,Male,Number,36444,45-64 years old,37096.0,,,,
Population estimates from 1926,2020,46,2,Female,Number,37246,45-64 years old,37897.0,,,,
Population estimates from 1926,2020,47,1,Male,Number,36138,45-64 years old,36444.0,,,,
Population estimates from 1926,2020,47,2,Female,Number,36481,45-64 years old,37246.0,,,,
Population estimates from 1926,2020,48,1,Male,Number,35162,45-64 years old,36138.0,,,,
Population estimates from 1926,2020,48,2,Female,Number,35473,45-64 years old,36481.0,,,,
Population estimates from 1926,2020,49,1,Male,Number,35233,45-64 years old,35162.0,,,,
Population estimates from 1926,2020,49,2,Female,Number,35453,45-64 years old,35473.0,,,,
Population estimates from 1926,2020,50,1,Male,Number,33770,45-64 years old,35233.0,,,,
Population estimates from 1926,2020,50,2,Female,Number,33885,45-64 years old,35453.0,,,,
Population estimates from 1926,2020,51,1,Male,Number,32275,45-64 years old,33770.0,,,,
Population estimates from 1926,2020,51,2,Female,Number,32037,45-64 years old,33885.0,,,,
Population estimates from 1926,2020,52,1,Male,Number,31577,45-64 years old,32275.0,,,,
Population estimates from 1926,2020,52,2,Female,Number,31914,45-64 years old,32037.0,,,,
Population estimates from 1926,2020,53,1,Male,Number,30940,45-64 years old,31577.0,,,,
Population estimates from 1926,2020,53,2,Female,Number,31263,45-64 years old,31914.0,,,,
Population estimates from 1926,2020,54,1,Male,Number,30817,45-64 years old,30940.0,,,,
Population estimates from 1926,2020,54,2,Female,Number,31445,45-64 years old,31263.0,,,,
Population estimates from 1926,2020,55,1,Male,Number,30529,45-64 years old,30817.0,,,,
Population estimates from 1926,2020,55,2,Female,Number,31508,45-64 years old,31445.0,,,,
Population estimates from 1926,2020,56,1,Male,Number,29714,45-64 years old,30529.0,,,,
Population estimates from 1926,2020,56,2,Female,Number,30727,45-64 years old,31508.0,,,,
Population estimates from 1926,2020,57,1,Male,Number,29062,45-64 years old,29714.0,,,,
Population estimates from 1926,2020,57,2,Female,Number,29993,45-64 years old,30727.0,,,,
Population estimates from 1926,2020,58,1,Male,Number,28246,45-64 years old,29062.0,,,,
Population estimates from 1926,2020,58,2,Female,Number,28899,45-64 years old,29993.0,,,,
Population estimates from 1926,2020,59,1,Male,Number,28266,45-64 years old,28246.0,,,,
Population estimates from 1926,2020,59,2,Female,Number,29080,45-64 years old,28899.0,,,,
Population estimates from 1926,2020,60,1,Male,Number,26829,45-64 years old,28266.0,,,,
Population estimates from 1926,2020,60,2,Female,Number,27967,45-64 years old,29080.0,,,,
Population estimates from 1926,2020,61,1,Male,Number,26930,45-64 years old,26829.0,,,,
Population estimates from 1926,2020,61,2,Female,Number,27427,45-64 years old,27967.0,,,,
Population estimates from 1926,2020,62,1,Male,Number,25609,45-64 years old,26930.0,,,,
Population estimates from 1926,2020,62,2,Female,Number,26477,45-64 years old,27427.0,,,,
Population estimates from 1926,2020,63,1,Male,Number,25076,45-64 years old,25609.0,,,,
Population estimates from 1926,2020,63,2,Female,Number,25712,45-64 years old,26477.0,,,,
Population estimates from 1926,2020,64,1,Male,Number,24487,45-64 years old,25076.0,,,,
Population estimates from 1926,2020,64,2,Female,Number,25087,45-64 years old,25712.0,,,,
Population estimates from 1926,2020,65,1,Male,Number,24047,65 and over,178.0,,,,
Population estimates from 1926,2020,65,2,Female,Number,24679,65 and over,898.0,,,,
Population estimates from 1926,2020,66,1,Male,Number,23283,65 and over,24047.0,,,,
Population estimates from 1926,2020,66,2,Female,Number,23864,65 and over,24679.0,,,,
Population estimates from 1926,2020,67,1,Male,Number,22726,65 and over,23283.0,,,,
Population estimates from 1926,2020,67,2,Female,Number,23292,65 and over,23864.0,,,,
Population estimates from 1926,2020,68,1,Male,Number,21951,65 and over,22726.0,,,,
Population estimates from 1926,2020,68,2,Female,Number,22686,65 and over,23292.0,,,,
Population estimates from 1926,2020,69,1,Male,Number,20958,65 and over,21951.0,,,,
Population estimates from 1926,2020,69,2,Female,Number,21231,65 and over,22686.0,,,,
Population estimates from 1926,2020,70,1,Male,Number,20269,65 and over,20958.0,,,,
Population estimates from 1926,2020,70,2,Female,Number,21235,65 and over,21231.0,,,,
Population estimates from 1926,2020,71,1,Male,Number,19614,65 and over,20269.0,,,,
Population estimates from 1926,2020,71,2,Female,Number,20359,65 and over,21235.0,,,,
Population estimates from 1926,2020,72,1,Male,Number,19136,65 and over,19614.0,,,,
Population estimates from 1926,2020,72,2,Female,Number,19667,65 and over,20359.0,,,,
Population estimates from 1926,2020,73,1,Male,Number,18147,65 and over,19136.0,,,,
Population estimates from 1926,2020,73,2,Female,Number,18830,65 and over,19667.0,,,,
Population estimates from 1926,2020,74,1,Male,Number,17163,65 and over,18147.0,,,,
Population estimates from 1926,2020,74,2,Female,Number,18090,65 and over,18830.0,,,,
Population estimates from 1926,2020,75,1,Male,Number,16254,65 and over,17163.0,,,,
Population estimates from 1926,2020,75,2,Female,Number,17452,65 and over,18090.0,,,,
Population estimates from 1926,2020,76,1,Male,Number,14243,65 and over,16254.0,,,,
Population estimates from 1926,2020,76,2,Female,Number,15284,65 and over,17452.0,,,,
Population estimates from 1926,2020,77,1,Male,Number,12859,65 and over,14243.0,,,,
Population estimates from 1926,2020,77,2,Female,Number,14377,65 and over,15284.0,,,,
Population estimates from 1926,2020,78,1,Male,Number,12214,65 and over,12859.0,,,,
Population estimates from 1926,2020,78,2,Female,Number,13521,65 and over,14377.0,,,,
Population estimates from 1926,2020,79,1,Male,Number,10372,65 and over,12214.0,,,,
Population estimates from 1926,2020,79,2,Female,Number,11922,65 and over,13521.0,,,,
Population estimates from 1926,2020,80,1,Male,Number,9899,65 and over,10372.0,,,,
Population estimates from 1926,2020,80,2,Female,Number,11454,65 and over,11922.0,,,,
Population estimates from 1926,2020,81,1,Male,Number,8923,65 and over,9899.0,,,,
Population estimates from 1926,2020,81,2,Female,Number,10759,65 and over,11454.0,,,,
Population estimates from 1926,2020,82,1,Male,Number,7931,65 and over,8923.0,,,,
Population estimates from 1926,2020,82,2,Female,Number,9897,65 and over,10759.0,,,,
Population estimates from 1926,2020,83,1,Male,Number,7311,65 and over,7931.0,,,,
Population estimates from 1926,2020,83,2,Female,Number,9210,65 and over,9897.0,,,,
Population estimates from 1926,2020,84,1,Male,Number,6662,65 and over,7311.0,,,,
Population estimates from 1926,2020,84,2,Female,Number,8747,65 and over,9210.0,,,,
Population estimates from 1926,2020,85,1,Male,Number,5721,65 and over,6662.0,,,,
Population estimates from 1926,2020,85,2,Female,Number,7864,65 and over,8747.0,,,,
Population estimates from 1926,2020,86,1,Male,Number,4731,65 and over,5721.0,,,,
Population estimates from 1926,2020,86,2,Female,Number,6699,65 and over,7864.0,,,,
Population estimates from 1926,2020,87,1,Male,Number,3915,65 and over,4731.0,,,,
Population estimates from 1926,2020,87,2,Female,Number,5668,65 and over,6699.0,,,,
Population estimates from 1926,2020,88,1,Male,Number,3265,65 and over,3915.0,,,,
Population estimates from 1926,2020,88,2,Female,Number,5077,65 and over,5668.0,,,,
Population estimates from 1926,2020,89,1,Male,Number,2862,65 and over,3265.0,,,,
Population estimates from 1926,2020,89,2,Female,Number,4506,65 and over,5077.0,,,,
Population estimates from 1926,2020,90,1,Male,Number,2150,65 and over,2862.0,,,,
Population estimates from 1926,2020,90,2,Female,Number,4100,65 and over,4506.0,,,,
Population estimates from 1926,2020,91,1,Male,Number,1651,65 and over,2150.0,,,,
Population estimates from 1926,2020,91,2,Female,Number,3556,65 and over,4100.0,,,,
Population estimates from 1926,2020,92,1,Male,Number,1232,65 and over,1651.0,,,,
Population estimates from 1926,2020,92,2,Female,Number,2730,65 and over,3556.0,,,,
Population estimates from 1926,2020,93,1,Male,Number,714,65 and over,1232.0,,,,
Population estimates from 1926,2020,93,2,Female,Number,2160,65 and over,2730.0,,,,
Population estimates from 1926,2020,94,1,Male,Number,685,65 and over,714.0,,,,
Population estimates from 1926,2020,94,2,Female,Number,1776,65 and over,2160.0,,,,
Population estimates from 1926,2020,95,1,Male,Number,367,65 and over,685.0,,,,
Population estimates from 1926,2020,95,2,Female,Number,1086,65 and over,1776.0,,,,
Population estimates from 1926,2020,96,1,Male,Number,151,65 and over,367.0,,,,
Population estimates from 1926,2020,96,2,Female,Number,702,65 and over,1086.0,,,,
Population estimates from 1926,2020,97,1,Male,Number,204,65 and over,151.0,,,,
Population estimates from 1926,2020,97,2,Female,Number,540,65 and over,702.0,,,,
Population estimates from 1926,2020,98,1,Male,Number,102,65 and over,204.0,,,,
Population estimates from 1926,2020,98,2,Female,Number,333,65 and over,540.0,,,,
Population estimates from 1926,2020,99,1,Male,Number,202,65 and over,102.0,,,,
Population estimates from 1926,2020,99,2,Female,Number,848,65 and over,333.0,,,,
Population estimates from 1926,2021,0,1,Male,Number,28421,0-14 years old,33936.0,,,,
Population estimates from 1926,2021,0,2,Female,Number,27447,0-14 years old,32269.0,,,,
Population estimates from 1926,2021,1,1,Male,Number,29573,0-14 years old,28421.0,,,,
Population estimates from 1926,2021,1,2,Female,Number,28441,0-14 years old,27447.0,,,,
Population estimates from 1926,2021,2,1,Male,Number,30462,0-14 years old,29573.0,,,,
Population estimates from 1926,2021,2,2,Female,Number,29256,0-14 years old,28441.0,,,,
Population estimates from 1926,2021,3,1,Male,Number,32494,0-14 years old,30462.0,,,,
Population estimates from 1926,2021,3,2,Female,Number,30614,0-14 years old,29256.0,,,,
Population estimates from 1926,2021,4,1,Male,Number,33166,0-14 years old,32494.0,,,,
Population estimates from 1926,2021,4,2,Female,Number,30992,0-14 years old,30614.0,,,,
Population estimates from 1926,2021,5,1,Male,Number,33359,0-14 years old,33166.0,,,,
Population estimates from 1926,2021,5,2,Female,Number,30924,0-14 years old,30992.0,,,,
Population estimates from 1926,2021,6,1,Male,Number,34117,0-14 years old,33359.0,,,,
Population estimates from 1926,2021,6,2,Female,Number,32382,0-14 years old,30924.0,,,,
Population estimates from 1926,2021,7,1,Male,Number,35338,0-14 years old,34117.0,,,,
Population estimates from 1926,2021,7,2,Female,Number,33512,0-14 years old,32382.0,,,,
Population estimates from 1926,2021,8,1,Male,Number,35940,0-14 years old,35338.0,,,,
Population estimates from 1926,2021,8,2,Female,Number,34418,0-14 years old,33512.0,,,,
Population estimates from 1926,2021,9,1,Male,Number,37246,0-14 years old,35940.0,,,,
Population estimates from 1926,2021,9,2,Female,Number,35468,0-14 years old,34418.0,,,,
Population estimates from 1926,2021,10,1,Male,Number,37665,0-14 years old,37246.0,,,,
Population estimates from 1926,2021,10,2,Female,Number,36359,0-14 years old,35468.0,,,,
Population estimates from 1926,2021,11,1,Male,Number,38094,0-14 years old,37665.0,,,,
Population estimates from 1926,2021,11,2,Female,Number,36491,0-14 years old,36359.0,,,,
Population estimates from 1926,2021,12,1,Male,Number,37706,0-14 years old,38094.0,,,,
Population estimates from 1926,2021,12,2,Female,Number,36216,0-14 years old,36491.0,,,,
Population estimates from 1926,2021,13,1,Male,Number,36956,0-14 years old,37706.0,,,,
Population estimates from 1926,2021,13,2,Female,Number,35742,0-14 years old,36216.0,,,,
Population estimates from 1926,2021,14,1,Male,Number,35147,0-14 years old,36956.0,,,,
Population estimates from 1926,2021,14,2,Female,Number,33656,0-14 years old,35742.0,,,,
Population estimates from 1926,2021,15,1,Male,Number,34057,15-24 years old,29808.0,,,,
Population estimates from 1926,2021,15,2,Female,Number,32637,15-24 years old,28750.0,,,,
Population estimates from 1926,2021,16,1,Male,Number,34172,15-24 years old,34057.0,,,,
Population estimates from 1926,2021,16,2,Female,Number,32149,15-24 years old,32637.0,,,,
Population estimates from 1926,2021,17,1,Male,Number,33733,15-24 years old,34172.0,,,,
Population estimates from 1926,2021,17,2,Female,Number,32639,15-24 years old,32149.0,,,,
Population estimates from 1926,2021,18,1,Male,Number,33028,15-24 years old,33733.0,,,,
Population estimates from 1926,2021,18,2,Female,Number,32023,15-24 years old,32639.0,,,,
Population estimates from 1926,2021,19,1,Male,Number,32615,15-24 years old,33028.0,,,,
Population estimates from 1926,2021,19,2,Female,Number,31912,15-24 years old,32023.0,,,,
Population estimates from 1926,2021,20,1,Male,Number,31682,15-24 years old,32615.0,,,,
Population estimates from 1926,2021,20,2,Female,Number,30917,15-24 years old,31912.0,,,,
Population estimates from 1926,2021,21,1,Male,Number,31851,15-24 years old,31682.0,,,,
Population estimates from 1926,2021,21,2,Female,Number,30768,15-24 years old,30917.0,,,,
Population estimates from 1926,2021,22,1,Male,Number,32111,15-24 years old,31851.0,,,,
Population estimates from 1926,2021,22,2,Female,Number,31266,15-24 years old,30768.0,,,,
Population estimates from 1926,2021,23,1,Male,Number,32085,15-24 years old,32111.0,,,,
Population estimates from 1926,2021,23,2,Female,Number,30741,15-24 years old,31266.0,,,,
Population estimates from 1926,2021,24,1,Male,Number,30572,15-24 years old,32085.0,,,,
Population estimates from 1926,2021,24,2,Female,Number,29397,15-24 years old,30741.0,,,,
Population estimates from 1926,2021,25,1,Male,Number,29486,25-44 years old,37813.0,,,,
Population estimates from 1926,2021,25,2,Female,Number,28840,25-44 years old,38449.0,,,,
Population estimates from 1926,2021,26,1,Male,Number,29558,25-44 years old,29486.0,,,,
Population estimates from 1926,2021,26,2,Female,Number,29203,25-44 years old,28840.0,,,,
Population estimates from 1926,2021,27,1,Male,Number,29250,25-44 years old,29558.0,,,,
Population estimates from 1926,2021,27,2,Female,Number,29133,25-44 years old,29203.0,,,,
Population estimates from 1926,2021,28,1,Male,Number,29514,25-44 years old,29250.0,,,,
Population estimates from 1926,2021,28,2,Female,Number,29226,25-44 years old,29133.0,,,,
Population estimates from 1926,2021,29,1,Male,Number,29702,25-44 years old,29514.0,,,,
Population estimates from 1926,2021,29,2,Female,Number,30931,25-44 years old,29226.0,,,,
Population estimates from 1926,2021,30,1,Male,Number,31827,25-44 years old,29702.0,,,,
Population estimates from 1926,2021,30,2,Female,Number,32120,25-44 years old,30931.0,,,,
Population estimates from 1926,2021,31,1,Male,Number,31153,25-44 years old,31827.0,,,,
Population estimates from 1926,2021,31,2,Female,Number,32697,25-44 years old,32120.0,,,,
Population estimates from 1926,2021,32,1,Male,Number,32687,25-44 years old,31153.0,,,,
Population estimates from 1926,2021,32,2,Female,Number,34181,25-44 years old,32697.0,,,,
Population estimates from 1926,2021,33,1,Male,Number,31983,25-44 years old,32687.0,,,,
Population estimates from 1926,2021,33,2,Female,Number,34423,25-44 years old,34181.0,,,,
Population estimates from 1926,2021,34,1,Male,Number,33382,25-44 years old,31983.0,,,,
Population estimates from 1926,2021,34,2,Female,Number,36017,25-44 years old,34423.0,,,,
Population estimates from 1926,2021,35,1,Male,Number,34962,25-44 years old,33382.0,,,,
Population estimates from 1926,2021,35,2,Female,Number,37669,25-44 years old,36017.0,,,,
Population estimates from 1926,2021,36,1,Male,Number,35352,25-44 years old,34962.0,,,,
Population estimates from 1926,2021,36,2,Female,Number,37935,25-44 years old,37669.0,,,,
Population estimates from 1926,2021,37,1,Male,Number,36440,25-44 years old,35352.0,,,,
Population estimates from 1926,2021,37,2,Female,Number,39415,25-44 years old,37935.0,,,,
Population estimates from 1926,2021,38,1,Male,Number,38083,25-44 years old,36440.0,,,,
Population estimates from 1926,2021,38,2,Female,Number,41424,25-44 years old,39415.0,,,,
Population estimates from 1926,2021,39,1,Male,Number,39482,25-44 years old,38083.0,,,,
Population estimates from 1926,2021,39,2,Female,Number,42245,25-44 years old,41424.0,,,,
Population estimates from 1926,2021,40,1,Male,Number,40943,25-44 years old,39482.0,,,,
Population estimates from 1926,2021,40,2,Female,Number,43090,25-44 years old,42245.0,,,,
Population estimates from 1926,2021,41,1,Male,Number,42184,25-44 years old,40943.0,,,,
Population estimates from 1926,2021,41,2,Female,Number,43739,25-44 years old,43090.0,,,,
Population estimates from 1926,2021,42,1,Male,Number,38789,25-44 years old,42184.0,,,,
Population estimates from 1926,2021,42,2,Female,Number,41136,25-44 years old,43739.0,,,,
