STATISTIC Label,Year,Single Year of Age,C02199V02655,Sex,UNIT,VALUE,Age Group
Population estimates from 1926,2020,59,2,Female,Number,29080,45-64 years old
Population estimates from 1926,2020,60,1,Male,Number,26829,45-64 years old
Population estimates from 1926,2020,60,2,Female,Number,27967,45-64 years old
Population estimates from 1926,2020,61,1,Male,Number,26930,45-64 years old
Population estimates from 1926,2020,61,2,Female,Number,27427,45-64 years old
Population estimates from 1926,2020,62,1,Male,Number,25609,45-64 years old
Population estimates from 1926,2020,62,2,Female,Number,26477,45-64 years old
Population estimates from 1926,2020,63,1,Male,Number,25076,45-64 years old
Population estimates from 1926,2020,63,2,Female,Number,25712,45-64 years old
Population estimates from 1926,2020,64,1,Male,Number,24487,45-64 years old
Population estimates from 1926,2020,64,2,Female,Number,25087,45-64 years old
Population estimates from 1926,2020,65,1,Male,Number,24047,65 and over
Population estimates from 1926,2020,65,2,Female,Number,24679,65 and over
Population estimates from 1926,2020,66,1,Male,Number,23283,65 and over
Population estimates from 1926,2020,66,2,Female,Number,23864,65 and over
Population estimates from 1926,2020,67,1,Male,Number,22726,65 and over
Population estimates from 1926,2020,67,2,Female,Number,23292,65 and over
Population estimates from 1926,2020,68,1,Male,Number,21951,65 and over
Population estimates from 1926,2020,68,2,Female,Number,22686,65 and over
Population estimates from 1926,2020,69,1,Male,Number,20958,65 and over
Population estimates from 1926,2020,69,2,Female,Number,21231,65 and over
Population estimates from 1926,2020,70,1,Male,Number,20269,65 and over
Population estimates from 1926,2020,70,2,Female,Number,21235,65 and over
Population estimates from 1926,2020,71,1,Male,Number,19614,65 and over
Population estimates from 1926,2020,71,2,Female,Number,20359,65 and over
Population estimates from 1926,2020,72,1,Male,Number,19136,65 and over
Population estimates from 1926,2020,72,2,Female,Number,19667,65 and over
Population estimates from 1926,2020,73,1,Male,Number,18147,65 and over
Population estimates from 1926,2020,73,2,Female,Number,18830,65 and over
Population estimates from 1926,2020,74,1,Male,Number,17163,65 and over
Population estimates from 1926,2020,74,2,Female,Number,18090,65 and over
Population estimates from 1926,2020,75,1,Male,Number,16254,65 and over
Population estimates from 1926,2020,75,2,Female,Number,17452,65 and over
Population estimates from 1926,2020,76,1,Male,Number,14243,65 and over
Population estimates from 1926,2020,76,2,Female,Number,15284,65 and over
Population estimates from 1926,2020,77,1,Male,Number,12859,65 and over
Population estimates from 1926,2020,77,2,Female,Number,14377,65 and over
Population estimates from 1926,2020,78,1,Male,Number,12214,65 and over
Population estimates from 1926,2020,78,2,Female,Number,13521,65 and over
Population estimates from 1926,2020,79,1,Male,Number,10372,65 and over
Population estimates from 1926,2020,79,2,Female,Number,11922,65 and over
Population estimates from 1926,2020,80,1,Male,Number,9899,65 and over
Population estimates from 1926,2020,80,2,Female,Number,11454,65 and over
Population estimates from 1926,2020,81,1,Male,Number,8923,65 and over
Population estimates from 1926,2020,81,2,Female,Number,10759,65 and over
Population estimates from 1926,2020,82,1,Male,Number,7931,65 and over
Population estimates from 1926,2020,82,2,Female,Number,9897,65 and over
Population estimates from 1926,2020,83,1,Male,Number,7311,65 and over
Population estimates from 1926,2020,83,2,Female,Number,9210,65 and over
Population estimates from 1926,2020,84,1,Male,Number,6662,65 and over
Population estimates from 1926,2020,84,2,Female,Number,8747,65 and over
Population estimates from 1926,2020,85,1,Male,Number,5721,65 and over
Population estimates from 1926,2020,85,2,Female,Number,7864,65 and over
Population estimates from 1926,2020,86,1,Male,Number,4731,65 and over
Population estimates from 1926,2020,86,2,Female,Number,6699,65 and over
Population estimates from 1926,2020,87,1,Male,Number,3915,65 and over
Population estimates from 1926,2020,87,2,Female,Number,5668,65 and over
Population estimates from 1926,2020,88,1,Male,Number,3265,65 and over
Population estimates from 1926,2020,88,2,Female,Number,5077,65 and over
Population estimates from 1926,2020,89,1,Male,Number,2862,65 and over
Population estimates from 1926,2020,89,2,Female,Number,4506,65 and over
Population estimates from 1926,2020,90,1,Male,Number,2150,65 and over
Population estimates from 1926,2020,90,2,Female,Number,4100,65 and over
Population estimates from 1926,2020,91,1,Male,Number,1651,65 and over
Population estimates from 1926,2020,91,2,Female,Number,3556,65 and over
Population estimates from 1926,2020,92,1,Male,Number,1232,65 and over
Population estimates from 1926,2020,92,2,Female,Number,2730,65 and over
Population estimates from 1926,2020,93,1,Male,Number,714,65 and over
Population estimates from 1926,2020,93,2,Female,Number,2160,65 and over
Population estimates from 1926,2020,94,1,Male,Number,685,65 and over
Population estimates from 1926,2020,94,2,Female,Number,1776,65 and over
Population estimates from 1926,2020,95,1,Male,Number,367,65 and over
Population estimates from 1926,2020,95,2,Female,Number,1086,65 and over
Population estimates from 1926,2020,96,1,Male,Number,151,65 and over
Population estimates from 1926,2020,96,2,Female,Number,702,65 and over
Population estimates from 1926,2020,97,1,Male,Number,204,65 and over
Population estimates from 1926,2020,97,2,Female,Number,540,65 and over
Population estimates from 1926,2020,98,1,Male,Number,102,65 and over
Population estimates from 1926,2020,98,2,Female,Number,333,65 and over
Population estimates from 1926,2020,99,1,Male,Number,202,65 and over
Population estimates from 1926,2020,99,2,Female,Number,848,65 and over
Population estimates from 1926,2021,0,1,Male,Number,28421,0-14 years old
Population estimates from 1926,2021,0,2,Female,Number,27447,0-14 years old
Population estimates from 1926,2021,1,1,Male,Number,29573,0-14 years old
Population estimates from 1926,2021,1,2,Female,Number,28441,0-14 years old
Population estimates from 1926,2021,2,1,Male,Number,30462,0-14 years old
Population estimates from 1926,2021,2,2,Female,Number,29256,0-14 years old
Population estimates from 1926,2021,3,1,Male,Number,32494,0-14 years old
Population estimates from 1926,2021,3,2,Female,Number,30614,0-14 years old
Population estimates from 1926,2021,4,1,Male,Number,33166,0-14 years old
Population estimates from 1926,2021,4,2,Female,Number,30992,0-14 years old
Population estimates from 1926,2021,5,1,Male,Number,33359,0-14 years old
Population estimates from 1926,2021,5,2,Female,Number,30924,0-14 years old
Population estimates from 1926,2021,6,1,Male,Number,34117,0-14 years old
Population estimates from 1926,2021,6,2,Female,Number,32382,0-14 years old
Population estimates from 1926,2021,7,1,Male,Number,35338,0-14 years old
Population estimates from 1926,2021,7,2,Female,Number,33512,0-14 years old
Population estimates from 1926,2021,8,1,Male,Number,35940,0-14 years old
Population estimates from 1926,2021,8,2,Female,Number,34418,0-14 years old
Population estimates from 1926,2021,9,1,Male,Number,37246,0-14 years old
Population estimates from 1926,2021,9,2,Female,Number,35468,0-14 years old
Population estimates from 1926,2021,10,1,Male,Number,37665,0-14 years old
Population estimates from 1926,2021,10,2,Female,Number,36359,0-14 years old
Population estimates from 1926,2021,11,1,Male,Number,38094,0-14 years old
Population estimates from 1926,2021,11,2,Female,Number,36491,0-14 years old
Population estimates from 1926,2021,12,1,Male,Number,37706,0-14 years old
Population estimates from 1926,2021,12,2,Female,Number,36216,0-14 years old
Population estimates from 1926,2021,13,1,Male,Number,36956,0-14 years old
Population estimates from 1926,2021,13,2,Female,Number,35742,0-14 years old
Population estimates from 1926,2021,14,1,Male,Number,35147,0-14 years old
Population estimates from 1926,2021,14,2,Female,Number,33656,0-14 years old
Population estimates from 1926,2021,15,1,Male,Number,34057,15-24 years old
Population estimates from 1926,2021,15,2,Female,Number,32637,15-24 years old
Population estimates from 1926,2021,16,1,Male,Number,34172,15-24 years old
Population estimates from 1926,2021,16,2,Female,Number,32149,15-24 years old
Population estimates from 1926,2021,17,1,Male,Number,33733,15-24 years old
Population estimates from 1926,2021,17,2,Female,Number,32639,15-24 years old
Population estimates from 1926,2021,18,1,Male,Number,33028,15-24 years old
Population estimates from 1926,2021,18,2,Female,Number,32023,15-24 years old
Population estimates from 1926,2021,19,1,Male,Number,32615,15-24 years old
Population estimates from 1926,2021,19,2,Female,Number,31912,15-24 years old
Population estimates from 1926,2021,20,1,Male,Number,31682,15-24 years old
Population estimates from 1926,2021,20,2,Female,Number,30917,15-24 years old
Population estimates from 1926,2021,21,1,Male,Number,31851,15-24 years old
Population estimates from 1926,2021,21,2,Female,Number,30768,15-24 years old
Population estimates from 1926,2021,22,1,Male,Number,32111,15-24 years old
Population estimates from 1926,2021,22,2,Female,Number,31266,15-24 years old
Population estimates from 1926,2021,23,1,Male,Number,32085,15-24 years old
Population estimates from 1926,2021,23,2,Female,Number,30741,15-24 years old
Population estimates from 1926,2021,24,1,Male,Number,30572,15-24 years old
Population estimates from 1926,2021,24,2,Female,Number,29397,15-24 years old
Population estimates from 1926,2021,25,1,Male,Number,29486,25-44 years old
Population estimates from 1926,2021,25,2,Female,Number,28840,25-44 years old
Population estimates from 1926,2021,26,1,Male,Number,29558,25-44 years old
Population estimates from 1926,2021,26,2,Female,Number,29203,25-44 years old
Population estimates from 1926,2021,27,1,Male,Number,29250,25-44 years old
Population estimates from 1926,2021,27,2,Female,Number,29133,25-44 years old
Population estimates from 1926,2021,28,1,Male,Number,29514,25-44 years old
Population estimates from 1926,2021,28,2,Female,Number,29226,25-44 years old
Population estimates from 1926,2021,29,1,Male,Number,29702,25-44 years old
Population estimates from 1926,2021,29,2,Female,Number,30931,25-44 years old
Population estimates from 1926,2021,30,1,Male,Number,31827,25-44 years old
Population estimates from 1926,2021,30,2,Female,Number,32120,25-44 years old
Population estimates from 1926,2021,31,1,Male,Number,31153,25-44 years old
Population estimates from 1926,2021,31,2,Female,Number,32697,25-44 years old
Population estimates from 1926,2021,32,1,Male,Number,32687,25-44 years old
Population estimates from 1926,2021,32,2,Female,Number,34181,25-44 years old
Population estimates from 1926,2021,33,1,Male,Number,31983,25-44 years old
Population estimates from 1926,2021,33,2,Female,Number,34423,25-44 years old
Population estimates from 1926,2021,34,1,Male,Number,33382,25-44 years old
Population estimates from 1926,2021,34,2,Female,Number,36017,25-44 years old
Population estimates from 1926,2021,35,1,Male,Number,34962,25-44 years old
Population estimates from 1926,2021,35,2,Female,Number,37669,25-44 years old
Population estimates from 1926,2021,36,1,Male,Number,35352,25-44 years old
Population estimates from 1926,2021,36,2,Female,Number,37935,25-44 years old
Population estimates from 1926,2021,37,1,Male,Number,36440,25-44 years old
Population estimates from 1926,2021,37,2,Female,Number,39415,25-44 years old
Population estimates from 1926,2021,38,1,Male,Number,38083,25-44 years old
Population estimates from 1926,2021,38,2,Female,Number,41424,25-44 years old
Population estimates from 1926,2021,39,1,Male,Number,39482,25-44 years old
Population estimates from 1926,2021,39,2,Female,Number,42245,25-44 years old
Population estimates from 1926,2021,40,1,Male,Number,40943,25-44 years old
Population estimates from 1926,2021,40,2,Female,Number,43090,25-44 years old
Population estimates from 1926,2021,41,1,Male,Number,42184,25-44 years old
Population estimates from 1926,2021,41,2,Female,Number,43739,25-44 years old
Population estimates from 1926,2021,42,1,Male,Number,38789,25-44 years old
Population estimates from 1926,2021,42,2,Female,Number,41136,25-44 years old
Population estimates from 1926,2021,43,1,Male,Number,38104,25-44 years old
Population estimates from 1926,2021,43,2,Female,Number,39426,25-44 years old
Population estimates from 1926,2021,44,1,Male,Number,37472,25-44 years old
Population estimates from 1926,2021,44,2,Female,Number,38700,25-44 years old
Population estimates from 1926,2021,45,1,Male,Number,38251,45-64 years old
Population estimates from 1926,2021,45,2,Female,Number,38442,45-64 years old
Population estimates from 1926,2021,46,1,Male,Number,37008,45-64 years old
Population estimates from 1926,2021,46,2,Female,Number,37391,45-64 years old
Population estimates from 1926,2021,47,1,Male,Number,36363,45-64 years old
Population estimates from 1926,2021,47,2,Female,Number,36916,45-64 years old
Population estimates from 1926,2021,48,1,Male,Number,36139,45-64 years old
Population estimates from 1926,2021,48,2,Female,Number,36591,45-64 years old
Population estimates from 1926,2021,49,1,Male,Number,35344,45-64 years old
Population estimates from 1926,2021,49,2,Female,Number,35722,45-64 years old
Population estimates from 1926,2021,50,1,Male,Number,35347,45-64 years old
Population estimates from 1926,2021,50,2,Female,Number,35319,45-64 years old
Population estimates from 1926,2021,51,1,Male,Number,34009,45-64 years old
Population estimates from 1926,2021,51,2,Female,Number,34065,45-64 years old
Population estimates from 1926,2021,52,1,Male,Number,32509,45-64 years old
Population estimates from 1926,2021,52,2,Female,Number,32062,45-64 years old
Population estimates from 1926,2021,53,1,Male,Number,31824,45-64 years old
Population estimates from 1926,2021,53,2,Female,Number,31942,45-64 years old
Population estimates from 1926,2021,54,1,Male,Number,31139,45-64 years old
Population estimates from 1926,2021,54,2,Female,Number,31327,45-64 years old
Population estimates from 1926,2021,55,1,Male,Number,30910,45-64 years old
Population estimates from 1926,2021,55,2,Female,Number,31373,45-64 years old
Population estimates from 1926,2021,56,1,Male,Number,30629,45-64 years old
Population estimates from 1926,2021,56,2,Female,Number,31487,45-64 years old
Population estimates from 1926,2021,57,1,Male,Number,29865,45-64 years old
Population estimates from 1926,2021,57,2,Female,Number,30649,45-64 years old
Population estimates from 1926,2021,58,1,Male,Number,29192,45-64 years old
Population estimates from 1926,2021,58,2,Female,Number,29872,45-64 years old
Population estimates from 1926,2021,59,1,Male,Number,28375,45-64 years old
Population estimates from 1926,2021,59,2,Female,Number,28842,45-64 years old
Population estimates from 1926,2021,60,1,Male,Number,28193,45-64 years old
Population estimates from 1926,2021,60,2,Female,Number,28999,45-64 years old
Population estimates from 1926,2021,61,1,Male,Number,26861,45-64 years old
Population estimates from 1926,2021,61,2,Female,Number,27865,45-64 years old
Population estimates from 1926,2021,62,1,Male,Number,26891,45-64 years old
Population estimates from 1926,2021,62,2,Female,Number,27231,45-64 years old
Population estimates from 1926,2021,63,1,Male,Number,25609,45-64 years old
Population estimates from 1926,2021,63,2,Female,Number,26216,45-64 years old
Population estimates from 1926,2021,64,1,Male,Number,25129,45-64 years old
Population estimates from 1926,2021,64,2,Female,Number,25461,45-64 years old
Population estimates from 1926,2021,65,1,Male,Number,24315,65 and over
Population estimates from 1926,2021,65,2,Female,Number,24765,65 and over
Population estimates from 1926,2021,66,1,Male,Number,23659,65 and over
Population estimates from 1926,2021,66,2,Female,Number,24423,65 and over
Population estimates from 1926,2021,67,1,Male,Number,23303,65 and over
Population estimates from 1926,2021,67,2,Female,Number,23811,65 and over
Population estimates from 1926,2021,68,1,Male,Number,22496,65 and over
Population estimates from 1926,2021,68,2,Female,Number,23085,65 and over
Population estimates from 1926,2021,69,1,Male,Number,21739,65 and over
Population estimates from 1926,2021,69,2,Female,Number,22485,65 and over
Population estimates from 1926,2021,70,1,Male,Number,20640,65 and over
Population estimates from 1926,2021,70,2,Female,Number,20942,65 and over
Population estimates from 1926,2021,71,1,Male,Number,20054,65 and over
Population estimates from 1926,2021,71,2,Female,Number,20868,65 and over
Population estimates from 1926,2021,72,1,Male,Number,19260,65 and over
Population estimates from 1926,2021,72,2,Female,Number,20094,65 and over
Population estimates from 1926,2021,73,1,Male,Number,18725,65 and over
Population estimates from 1926,2021,73,2,Female,Number,19343,65 and over
Population estimates from 1926,2021,74,1,Male,Number,17772,65 and over
Population estimates from 1926,2021,74,2,Female,Number,18530,65 and over
Population estimates from 1926,2021,75,1,Male,Number,16646,65 and over
Population estimates from 1926,2021,75,2,Female,Number,17688,65 and over
Population estimates from 1926,2021,76,1,Male,Number,15597,65 and over
Population estimates from 1926,2021,76,2,Female,Number,16912,65 and over
Population estimates from 1926,2021,77,1,Male,Number,13730,65 and over
Population estimates from 1926,2021,77,2,Female,Number,14853,65 and over
Population estimates from 1926,2021,78,1,Male,Number,12440,65 and over
Population estimates from 1926,2021,78,2,Female,Number,13974,65 and over
Population estimates from 1926,2021,79,1,Male,Number,11986,65 and over
Population estimates from 1926,2021,79,2,Female,Number,13395,65 and over
Population estimates from 1926,2021,80,1,Male,Number,9812,65 and over
Population estimates from 1926,2021,80,2,Female,Number,11455,65 and over
Population estimates from 1926,2021,81,1,Male,Number,9239,65 and over
Population estimates from 1926,2021,81,2,Female,Number,10871,65 and over
Population estimates from 1926,2021,82,1,Male,Number,8296,65 and over
Population estimates from 1926,2021,82,2,Female,Number,10241,65 and over
Population estimates from 1926,2021,83,1,Male,Number,7376,65 and over
Population estimates from 1926,2021,83,2,Female,Number,9439,65 and over
Population estimates from 1926,2021,84,1,Male,Number,6852,65 and over
Population estimates from 1926,2021,84,2,Female,Number,8794,65 and over
Population estimates from 1926,2021,85,1,Male,Number,5927,65 and over
Population estimates from 1926,2021,85,2,Female,Number,7931,65 and over
Population estimates from 1926,2021,86,1,Male,Number,4952,65 and over
Population estimates from 1926,2021,86,2,Female,Number,6840,65 and over
Population estimates from 1926,2021,87,1,Male,Number,4138,65 and over
Population estimates from 1926,2021,87,2,Female,Number,5853,65 and over
Population estimates from 1926,2021,88,1,Male,Number,3408,65 and over
Population estimates from 1926,2021,88,2,Female,Number,4983,65 and over
Population estimates from 1926,2021,89,1,Male,Number,2835,65 and over
Population estimates from 1926,2021,89,2,Female,Number,4450,65 and over
Population estimates from 1926,2021,90,1,Male,Number,1961,65 and over
Population estimates from 1926,2021,90,2,Female,Number,4259,65 and over
Population estimates from 1926,2021,91,1,Male,Number,1734,65 and over
Population estimates from 1926,2021,91,2,Female,Number,3801,65 and over
Population estimates from 1926,2021,92,1,Male,Number,1067,65 and over
Population estimates from 1926,2021,92,2,Female,Number,2833,65 and over
Population estimates from 1926,2021,93,1,Male,Number,818,65 and over
Population estimates from 1926,2021,93,2,Female,Number,2252,65 and over
Population estimates from 1926,2021,94,1,Male,Number,586,65 and over
Population estimates from 1926,2021,94,2,Female,Number,1712,65 and over
Population estimates from 1926,2021,95,1,Male,Number,300,65 and over
Population estimates from 1926,2021,95,2,Female,Number,1189,65 and over
Population estimates from 1926,2021,96,1,Male,Number,259,65 and over
Population estimates from 1926,2021,96,2,Female,Number,827,65 and over
Population estimates from 1926,2021,97,1,Male,Number,208,65 and over
Population estimates from 1926,2021,97,2,Female,Number,688,65 and over
Population estimates from 1926,2021,98,1,Male,Number,152,65 and over
Population estimates from 1926,2021,98,2,Female,Number,445,65 and over
Population estimates from 1926,2021,99,1,Male,Number,211,65 and over
Population estimates from 1926,2021,99,2,Female,Number,925,65 and over
Population estimates from 1926,2022,0,1,Male,Number,29546,0-14 years old
Population estimates from 1926,2022,0,2,Female,Number,28138,0-14 years old
Population estimates from 1926,2022,1,1,Male,Number,28985,0-14 years old
Population estimates from 1926,2022,1,2,Female,Number,27646,0-14 years old
Population estimates from 1926,2022,2,1,Male,Number,30263,0-14 years old
Population estimates from 1926,2022,2,2,Female,Number,28987,0-14 years old
Population estimates from 1926,2022,3,1,Male,Number,31050,0-14 years old
Population estimates from 1926,2022,3,2,Female,Number,29546,0-14 years old
Population estimates from 1926,2022,4,1,Male,Number,31743,0-14 years old
Population estimates from 1926,2022,4,2,Female,Number,29930,0-14 years old
Population estimates from 1926,2022,5,1,Male,Number,32787,0-14 years old
Population estimates from 1926,2022,5,2,Female,Number,31445,0-14 years old
Population estimates from 1926,2022,6,1,Male,Number,34168,0-14 years old
Population estimates from 1926,2022,6,2,Female,Number,32735,0-14 years old
Population estimates from 1926,2022,7,1,Male,Number,35529,0-14 years old
Population estimates from 1926,2022,7,2,Female,Number,33655,0-14 years old
Population estimates from 1926,2022,8,1,Male,Number,36369,0-14 years old
Population estimates from 1926,2022,8,2,Female,Number,34547,0-14 years old
Population estimates from 1926,2022,9,1,Male,Number,37048,0-14 years old
Population estimates from 1926,2022,9,2,Female,Number,35296,0-14 years old
Population estimates from 1926,2022,10,1,Male,Number,38187,0-14 years old
Population estimates from 1926,2022,10,2,Female,Number,36175,0-14 years old
Population estimates from 1926,2022,11,1,Male,Number,38391,0-14 years old
Population estimates from 1926,2022,11,2,Female,Number,36918,0-14 years old
Population estimates from 1926,2022,12,1,Male,Number,39036,0-14 years old
Population estimates from 1926,2022,12,2,Female,Number,37373,0-14 years old
Population estimates from 1926,2022,13,1,Male,Number,38484,0-14 years old
Population estimates from 1926,2022,13,2,Female,Number,36847,0-14 years old
Population estimates from 1926,2022,14,1,Male,Number,37415,0-14 years old
Population estimates from 1926,2022,14,2,Female,Number,36053,0-14 years old
Population estimates from 1926,2022,15,1,Male,Number,35939,15-24 years old
Population estimates from 1926,2022,15,2,Female,Number,34346,15-24 years old
Population estimates from 1926,2022,16,1,Male,Number,34734,15-24 years old
Population estimates from 1926,2022,16,2,Female,Number,33188,15-24 years old
Population estimates from 1926,2022,17,1,Male,Number,34981,15-24 years old
Population estimates from 1926,2022,17,2,Female,Number,32859,15-24 years old
Population estimates from 1926,2022,18,1,Male,Number,33907,15-24 years old
Population estimates from 1926,2022,18,2,Female,Number,32760,15-24 years old
Population estimates from 1926,2022,19,1,Male,Number,33066,15-24 years old
Population estimates from 1926,2022,19,2,Female,Number,31996,15-24 years old
Population estimates from 1926,2022,20,1,Male,Number,32481,15-24 years old
Population estimates from 1926,2022,20,2,Female,Number,31804,15-24 years old
Population estimates from 1926,2022,21,1,Male,Number,31460,15-24 years old
Population estimates from 1926,2022,21,2,Female,Number,30556,15-24 years old
Population estimates from 1926,2022,22,1,Male,Number,31905,15-24 years old
Population estimates from 1926,2022,22,2,Female,Number,31243,15-24 years old
Population estimates from 1926,2022,23,1,Male,Number,31423,15-24 years old
Population estimates from 1926,2022,23,2,Female,Number,30487,15-24 years old
Population estimates from 1926,2022,24,1,Male,Number,30737,15-24 years old
Population estimates from 1926,2022,24,2,Female,Number,29845,15-24 years old
Population estimates from 1926,2022,25,1,Male,Number,30489,25-44 years old
Population estimates from 1926,2022,25,2,Female,Number,29810,25-44 years old
Population estimates from 1926,2022,26,1,Male,Number,29700,25-44 years old
Population estimates from 1926,2022,26,2,Female,Number,29228,25-44 years old
Population estimates from 1926,2022,27,1,Male,Number,29492,25-44 years old
Population estimates from 1926,2022,27,2,Female,Number,29882,25-44 years old
Population estimates from 1926,2022,28,1,Male,Number,29191,25-44 years old
Population estimates from 1926,2022,28,2,Female,Number,30009,25-44 years old
Population estimates from 1926,2022,29,1,Male,Number,30220,25-44 years old
Population estimates from 1926,2022,29,2,Female,Number,31113,25-44 years old
Population estimates from 1926,2022,30,1,Male,Number,31289,25-44 years old
Population estimates from 1926,2022,30,2,Female,Number,33291,25-44 years old
Population estimates from 1926,2022,31,1,Male,Number,32386,25-44 years old
Population estimates from 1926,2022,31,2,Female,Number,33897,25-44 years old
Population estimates from 1926,2022,32,1,Male,Number,32518,25-44 years old
Population estimates from 1926,2022,32,2,Female,Number,34641,25-44 years old
Population estimates from 1926,2022,33,1,Male,Number,32003,25-44 years old
Population estimates from 1926,2022,33,2,Female,Number,34714,25-44 years old
Population estimates from 1926,2022,34,1,Male,Number,33231,25-44 years old
Population estimates from 1926,2022,34,2,Female,Number,36556,25-44 years old
Population estimates from 1926,2022,35,1,Male,Number,35118,25-44 years old
Population estimates from 1926,2022,35,2,Female,Number,38447,25-44 years old
Population estimates from 1926,2022,36,1,Male,Number,35934,25-44 years old
Population estimates from 1926,2022,36,2,Female,Number,39277,25-44 years old
Population estimates from 1926,2022,37,1,Male,Number,36580,25-44 years old
Population estimates from 1926,2022,37,2,Female,Number,39571,25-44 years old
Population estimates from 1926,2022,38,1,Male,Number,37770,25-44 years old
Population estimates from 1926,2022,38,2,Female,Number,41246,25-44 years old
Population estimates from 1926,2022,39,1,Male,Number,38941,25-44 years old
Population estimates from 1926,2022,39,2,Female,Number,42926,25-44 years old
Population estimates from 1926,2022,40,1,Male,Number,40992,25-44 years old
Population estimates from 1926,2022,40,2,Female,Number,43855,25-44 years old
Population estimates from 1926,2022,41,1,Male,Number,41594,25-44 years old
Population estimates from 1926,2022,41,2,Female,Number,43916,25-44 years old
Population estimates from 1926,2022,42,1,Male,Number,41906,25-44 years old
Population estimates from 1926,2022,42,2,Female,Number,43656,25-44 years old
Population estimates from 1926,2022,43,1,Male,Number,39469,25-44 years old
Population estimates from 1926,2022,43,2,Female,Number,41612,25-44 years old
Population estimates from 1926,2022,44,1,Male,Number,38112,25-44 years old
Population estimates from 1926,2022,44,2,Female,Number,39614,25-44 years old
Population estimates from 1926,2022,45,1,Male,Number,38181,45-64 years old
Population estimates from 1926,2022,45,2,Female,Number,38925,45-64 years old
Population estimates from 1926,2022,46,1,Male,Number,37494,45-64 years old
Population estimates from 1926,2022,46,2,Female,Number,38327,45-64 years old
Population estimates from 1926,2022,47,1,Male,Number,37191,45-64 years old
Population estimates from 1926,2022,47,2,Female,Number,37661,45-64 years old
Population estimates from 1926,2022,48,1,Male,Number,36716,45-64 years old
Population estimates from 1926,2022,48,2,Female,Number,37348,45-64 years old
Population estimates from 1926,2022,49,1,Male,Number,36901,45-64 years old
Population estimates from 1926,2022,49,2,Female,Number,37261,45-64 years old
Population estimates from 1926,2022,50,1,Male,Number,36699,45-64 years old
Population estimates from 1926,2022,50,2,Female,Number,36829,45-64 years old
Population estimates from 1926,2022,51,1,Male,Number,35102,45-64 years old
Population estimates from 1926,2022,51,2,Female,Number,35246,45-64 years old
Population estimates from 1926,2022,52,1,Male,Number,34538,45-64 years old
Population estimates from 1926,2022,52,2,Female,Number,34618,45-64 years old
Population estimates from 1926,2022,53,1,Male,Number,32837,45-64 years old
Population estimates from 1926,2022,53,2,Female,Number,32392,45-64 years old
Population estimates from 1926,2022,54,1,Male,Number,32266,45-64 years old
Population estimates from 1926,2022,54,2,Female,Number,32352,45-64 years old
Population estimates from 1926,2022,55,1,Male,Number,31799,45-64 years old
Population estimates from 1926,2022,55,2,Female,Number,31962,45-64 years old
Population estimates from 1926,2022,56,1,Male,Number,30921,45-64 years old
Population estimates from 1926,2022,56,2,Female,Number,31438,45-64 years old
Population estimates from 1926,2022,57,1,Male,Number,31079,45-64 years old
Population estimates from 1926,2022,57,2,Female,Number,32022,45-64 years old
Population estimates from 1926,2022,58,1,Male,Number,30029,45-64 years old
Population estimates from 1926,2022,58,2,Female,Number,30879,45-64 years old
Population estimates from 1926,2022,59,1,Male,Number,29408,45-64 years old
Population estimates from 1926,2022,59,2,Female,Number,30207,45-64 years old
Population estimates from 1926,2022,60,1,Male,Number,29163,45-64 years old
Population estimates from 1926,2022,60,2,Female,Number,29757,45-64 years old
Population estimates from 1926,2022,61,1,Male,Number,28010,45-64 years old
Population estimates from 1926,2022,61,2,Female,Number,29099,45-64 years old
Population estimates from 1926,2022,62,1,Male,Number,27386,45-64 years old
Population estimates from 1926,2022,62,2,Female,Number,28139,45-64 years old
Population estimates from 1926,2022,63,1,Male,Number,26138,45-64 years old
Population estimates from 1926,2022,63,2,Female,Number,26509,45-64 years old
Population estimates from 1926,2022,64,1,Male,Number,25318,45-64 years old
Population estimates from 1926,2022,64,2,Female,Number,26315,45-64 years old
Population estimates from 1926,2022,65,1,Male,Number,25345,65 and over
Population estimates from 1926,2022,65,2,Female,Number,25646,65 and over
Population estimates from 1926,2022,66,1,Male,Number,24004,65 and over
Population estimates from 1926,2022,66,2,Female,Number,24867,65 and over
Population estimates from 1926,2022,67,1,Male,Number,23827,65 and over
Population estimates from 1926,2022,67,2,Female,Number,24674,65 and over
Population estimates from 1926,2022,68,1,Male,Number,22711,65 and over
Population estimates from 1926,2022,68,2,Female,Number,23179,65 and over
Population estimates from 1926,2022,69,1,Male,Number,22708,65 and over
Population estimates from 1926,2022,69,2,Female,Number,23521,65 and over
Population estimates from 1926,2022,70,1,Male,Number,21647,65 and over
Population estimates from 1926,2022,70,2,Female,Number,22366,65 and over
Population estimates from 1926,2022,71,1,Male,Number,20585,65 and over
Population estimates from 1926,2022,71,2,Female,Number,21348,65 and over
Population estimates from 1926,2022,72,1,Male,Number,20118,65 and over
Population estimates from 1926,2022,72,2,Female,Number,21294,65 and over
Population estimates from 1926,2022,73,1,Male,Number,19247,65 and over
Population estimates from 1926,2022,73,2,Female,Number,20250,65 and over
Population estimates from 1926,2022,74,1,Male,Number,18570,65 and over
Population estimates from 1926,2022,74,2,Female,Number,19259,65 and over
Population estimates from 1926,2022,75,1,Male,Number,17638,65 and over
Population estimates from 1926,2022,75,2,Female,Number,18449,65 and over
